customer_id,customer_name,segment,country,signup_date
147,Customer_147,Retail,UK,2025-09-13
148,Customer_148,Retail,UAE,2024-07-11
149,Customer_149,Retail,USA,2025-12-14
150,Customer_150,Retail,India,2023-03-08
151,Customer_151,Corporate,Germany,2025-12-21
152,Customer_152,Retail,USA,2025-11-13
153,Customer_153,Retail,India,2023-05-04
154,Customer_154,Retail,Germany,2025-04-04
155,Customer_155,Corporate,India,2025-12-26
156,Customer_156,Retail,Germany,2023-03-10
157,Customer_157,Retail,Germany,2023-05-27
158,Customer_158,SME,Germany,2024-02-19
159,Customer_159,Retail,India,2023-04-30
160,Customer_160,SME,Germany,2023-11-26
161,Customer_161,Retail,USA,2025-02-22
162,Customer_162,Retail,UAE,2025-03-06
163,Customer_163,Retail,UAE,2024-08-23
164,Customer_164,Retail,Germany,2025-02-15
165,Customer_165,Retail,UAE,2023-10-17
166,Customer_166,SME,UAE,2025-12-12
167,Customer_167,Retail,Germany,2023-05-13
168,Customer_168,Retail,Germany,2025-03-04
169,Customer_169,Retail,USA,2024-02-23
170,Customer_170,Retail,UK,2025-02-01
171,Customer_171,Retail,India,2023-06-27
172,Customer_172,Retail,Germany,2023-04-26
173,Customer_173,Retail,Germany,2024-01-17
174,Customer_174,Retail,UAE,2025-04-20
175,Customer_175,Retail,USA,2023-02-23
176,Customer_176,Retail,UAE,2025-05-07
177,Customer_177,Retail,Germany,2024-05-02
178,Customer_178,Retail,Germany,2024-09-22
179,Customer_179,Corporate,UAE,2024-01-08
180,Customer_180,Retail,Germany,2023-01-07
181,Customer_181,Retail,UK,2025-09-12
182,Customer_182,Retail,India,2025-12-11
183,Customer_183,Corporate,India,2025-03-03
184,Customer_184,SME,India,2023-11-11
185,Customer_185,Retail,UK,2024-12-02
186,Customer_186,Retail,Germany,2025-11-10
187,Customer_187,SME,UAE,2023-02-12
188,Customer_188,Retail,USA,2023-10-03
189,Customer_189,Retail,Germany,2023-03-02
190,Customer_190,Retail,UK,2023-06-22
191,Customer_191,Retail,UK,2023-02-07
192,Customer_192,SME,India,2023-11-09
193,Customer_193,Corporate,Germany,2024-07-29
194,Customer_194,Retail,India,2024-09-13
195,Customer_195,Retail,USA,2023-03-11
196,Customer_196,Retail,India,2023-07-07
197,Customer_197,SME,USA,2024-12-11
198,Customer_198,SME,UK,2024-02-28
199,Customer_199,SME,India,2025-05-15
200,Customer_200,SME,India,2024-11-16
201,Customer_201,Retail,UAE,2025-08-28
202,Customer_202,Retail,UK,2025-03-16
203,Customer_203,Retail,UAE,2024-12-10
204,Customer_204,SME,USA,2024-08-09
205,Customer_205,Retail,USA,2025-05-18
206,Customer_206,Retail,UK,2024-05-22
207,Customer_207,Retail,USA,2024-09-13
208,Customer_208,Retail,UK,2024-04-26
209,Customer_209,Retail,USA,2024-02-21
210,Customer_210,Retail,Germany,2023-03-14
211,Customer_211,Retail,India,2023-07-19
212,Customer_212,Retail,Germany,2024-09-07
213,Customer_213,Retail,UK,2025-04-05
214,Customer_214,Retail,UK,2024-09-13
215,Customer_215,SME,Germany,2023-02-18
216,Customer_216,Retail,India,2023-04-08
217,Customer_217,Retail,India,2025-04-11
218,Customer_218,SME,UAE,2023-07-05
219,Customer_219,Retail,USA,2023-06-02
220,Customer_220,SME,UAE,2023-11-20
221,Customer_221,Retail,India,2023-05-28
222,Customer_222,Retail,Germany,2025-03-24
223,Customer_223,Retail,USA,2025-10-31
224,Customer_224,Retail,Germany,2023-03-30
225,Customer_225,Retail,UAE,2025-03-30
226,Customer_226,Retail,UK,2025-12-10
227,Customer_227,Corporate,Germany,2023-09-22
228,Customer_228,Retail,UAE,2023-02-13
229,Customer_229,SME,UAE,2025-03-15
230,Customer_230,Retail,UAE,2025-09-21
231,Customer_231,SME,UK,2023-07-30
232,Customer_232,Retail,UK,2024-05-12
233,Customer_233,Retail,UK,2025-07-22
234,Customer_234,Retail,USA,2024-11-27
235,Customer_235,Retail,UK,2025-05-13
236,Customer_236,SME,UK,2025-02-22
237,Customer_237,Retail,UK,2023-06-18
238,Customer_238,Retail,Germany,2025-02-10
239,Customer_239,Retail,UK,2025-03-18
240,Customer_240,Retail,USA,2025-03-14
241,Customer_241,Corporate,UAE,2023-03-16
242,Customer_242,Corporate,Germany,2024-03-31
243,Customer_243,Corporate,India,2025-09-06
244,Customer_244,Retail,UK,2025-01-02
245,Customer_245,Retail,UAE,2024-03-27
246,Customer_246,Corporate,UAE,2024-03-20
247,Customer_247,Retail,Germany,2023-06-01
248,Customer_248,Corporate,India,2024-07-29
249,Customer_249,Corporate,USA,2023-02-27
250,Customer_250,SME,UAE,2023-05-14
251,Customer_251,Retail,UAE,2023-11-23
252,Customer_252,Retail,UAE,2025-07-06
253,Customer_253,SME,UAE,2023-04-13
254,Customer_254,Retail,Germany,2023-05-11
255,Customer_255,Retail,India,2025-03-11
256,Customer_256,Retail,UAE,2025-08-31
257,Customer_257,Corporate,USA,2024-04-10
258,Customer_258,Retail,USA,2023-11-29
259,Customer_259,Retail,UK,2023-02-14
260,Customer_260,Retail,UAE,2025-08-12
261,Customer_261,Retail,UAE,2023-01-01
262,Customer_262,Corporate,UAE,2024-03-01
263,Customer_263,Retail,UAE,2025-08-24
264,Customer_264,Retail,UAE,2023-12-29
265,Customer_265,SME,USA,2023-12-14
266,Customer_266,SME,India,2023-04-07
267,Customer_267,Retail,India,2025-02-02
268,Customer_268,SME,UK,2025-02-26
269,Customer_269,Retail,USA,2025-03-23
270,Customer_270,Retail,UAE,2024-04-23
271,Customer_271,SME,India,2025-11-05
272,Customer_272,SME,Germany,2023-01-25
273,Customer_273,SME,Germany,2025-12-12
274,Customer_274,Corporate,Germany,2025-07-30
275,Customer_275,Retail,UAE,2024-08-31
276,Customer_276,Retail,UAE,2025-06-08
277,Customer_277,SME,UK,2023-06-01
278,Customer_278,Retail,UK,2024-12-02
279,Customer_279,SME,UK,2023-07-03
280,Customer_280,SME,Germany,2023-08-23
281,Customer_281,SME,UAE,2024-06-24
282,Customer_282,Retail,Germany,2025-07-05
283,Customer_283,Retail,UK,2023-11-06
284,Customer_284,Retail,UAE,2023-06-14
285,Customer_285,Retail,USA,2024-06-29
286,Customer_286,Retail,India,2024-12-05
287,Customer_287,Retail,India,2024-01-20
288,Customer_288,Retail,UK,2024-03-27
289,Customer_289,Retail,Germany,2025-11-23
290,Customer_290,Retail,USA,2025-07-02
291,Customer_291,Retail,UAE,2023-11-22
292,Customer_292,Retail,Germany,2025-06-03
293,Customer_293,SME,UK,2023-10-02
294,Customer_294,Retail,Germany,2024-03-06
295,Customer_295,Retail,UK,2023-09-26
296,Customer_296,Retail,India,2025-06-14
297,Customer_297,SME,India,2024-06-14
298,Customer_298,Retail,Germany,2025-04-18
299,Customer_299,Retail,USA,2025-01-08
300,Customer_300,Retail,UAE,2025-02-09
301,Customer_301,Retail,UK,2024-12-04
302,Customer_302,Retail,UAE,2023-10-01
303,Customer_303,Retail,India,2025-12-08
304,Customer_304,Retail,USA,2023-08-16
305,Customer_305,SME,USA,2024-08-18
306,Customer_306,Corporate,UAE,2023-02-23
307,Customer_307,Retail,India,2025-11-30
308,Customer_308,Retail,UAE,2023-07-06
309,Customer_309,SME,Germany,2025-02-05
310,Customer_310,Retail,USA,2025-12-27
311,Customer_311,Retail,USA,2023-05-27
312,Customer_312,Retail,Germany,2024-06-17
313,Customer_313,Retail,India,2023-03-22
314,Customer_314,Corporate,USA,2025-01-05
315,Customer_315,SME,UK,2023-01-04
316,Customer_316,Retail,UK,2023-10-05
317,Customer_317,Retail,India,2025-05-27
318,Customer_318,Retail,Germany,2025-04-23
319,Customer_319,Retail,UAE,2023-05-19
320,Customer_320,Retail,India,2023-11-06
321,Customer_321,Retail,UAE,2024-05-31
322,Customer_322,SME,India,2024-02-09
323,Customer_323,Retail,UK,2025-03-21
324,Customer_324,Retail,Germany,2025-12-13
325,Customer_325,Corporate,UK,2025-08-25
326,Customer_326,SME,Germany,2024-05-08
327,Customer_327,Retail,UAE,2024-06-03
328,Customer_328,Retail,India,2024-01-23
329,Customer_329,Retail,USA,2025-06-07
330,Customer_330,Retail,USA,2024-05-17
331,Customer_331,Retail,Germany,2024-09-22
332,Customer_332,SME,Germany,2024-02-24
333,Customer_333,Retail,UK,2024-07-09
334,Customer_334,Retail,USA,2025-05-06
335,Customer_335,Retail,UK,2024-07-04
336,Customer_336,Retail,UAE,2024-04-07
337,Customer_337,SME,USA,2023-04-17
338,Customer_338,SME,UAE,2024-04-25
339,Customer_339,Retail,India,2025-03-02
340,Customer_340,Retail,UK,2023-09-29
341,Customer_341,Retail,Germany,2023-11-15
342,Customer_342,Retail,USA,2025-08-26
343,Customer_343,Retail,UK,2023-06-10
344,Customer_344,Retail,Germany,2024-04-25
345,Customer_345,Retail,India,2025-07-11
346,Customer_346,Retail,USA,2025-02-07
347,Customer_347,Retail,UAE,2025-10-04
348,Customer_348,Retail,India,2025-08-03
349,Customer_349,Retail,Germany,2025-01-30
350,Customer_350,Retail,USA,2024-05-17
351,Customer_351,Retail,USA,2023-07-04
352,Customer_352,SME,India,2023-07-02
353,Customer_353,Retail,USA,2024-05-07
354,Customer_354,Retail,Germany,2024-09-14
355,Customer_355,Retail,India,2023-03-21
356,Customer_356,Retail,UAE,2024-06-07
357,Customer_357,Retail,India,2023-06-12
358,Customer_358,Retail,India,2025-09-14
359,Customer_359,Corporate,UAE,2025-09-18
360,Customer_360,Retail,Germany,2024-11-05
361,Customer_361,Retail,UK,2023-09-18
362,Customer_362,Retail,UK,2025-07-14
363,Customer_363,Retail,UAE,2024-02-12
364,Customer_364,Retail,Germany,2024-10-08
365,Customer_365,Corporate,USA,2025-12-29
366,Customer_366,Retail,UAE,2025-11-21
367,Customer_367,Corporate,UK,2023-05-23
368,Customer_368,Corporate,Germany,2025-09-28
369,Customer_369,Retail,India,2023-07-07
370,Customer_370,Retail,Germany,2023-10-30
371,Customer_371,Retail,Germany,2024-05-16
372,Customer_372,Retail,UK,2025-10-25
373,Customer_373,Retail,UK,2025-09-19
374,Customer_374,Retail,USA,2024-02-13
375,Customer_375,Retail,USA,2025-08-17
376,Customer_376,Retail,UAE,2025-03-28
377,Customer_377,SME,India,2023-07-07
378,Customer_378,Retail,USA,2024-08-29
379,Customer_379,SME,UK,2023-04-28
380,Customer_380,Retail,Germany,2025-09-03
381,Customer_381,Retail,UAE,2025-04-17
382,Customer_382,Retail,USA,2025-07-26
383,Customer_383,Retail,Germany,2023-08-26
384,Customer_384,SME,Germany,2023-01-06
385,Customer_385,SME,USA,2024-04-18
386,Customer_386,SME,India,2024-06-06
387,Customer_387,Retail,India,2025-12-22
388,Customer_388,Retail,UAE,2025-07-09
389,Customer_389,SME,India,2023-03-27
390,Customer_390,SME,UAE,2023-03-14
391,Customer_391,Corporate,UK,2023-10-07
392,Customer_392,Retail,USA,2023-09-08
393,Customer_393,Retail,Germany,2023-02-27
394,Customer_394,SME,UAE,2025-07-03
395,Customer_395,Retail,India,2025-04-26
396,Customer_396,Corporate,UAE,2023-11-12
397,Customer_397,SME,UAE,2025-04-07
398,Customer_398,Retail,India,2023-04-07
399,Customer_399,SME,India,2023-04-14
400,Customer_400,SME,USA,2025-11-07
401,Customer_401,Retail,Germany,2024-04-21
402,Customer_402,Corporate,USA,2023-05-14
403,Customer_403,Retail,USA,2024-10-17
404,Customer_404,SME,India,2024-01-06
405,Customer_405,Retail,India,2025-10-15
406,Customer_406,SME,Germany,2025-03-11
407,Customer_407,Retail,UAE,2025-09-02
408,Customer_408,Retail,USA,2025-06-19
409,Customer_409,Corporate,Germany,2023-09-23
410,Customer_410,Retail,USA,2024-09-16
411,Customer_411,Retail,UAE,2025-03-10
412,Customer_412,Corporate,USA,2024-11-25
413,Customer_413,Corporate,UK,2024-11-27
414,Customer_414,Retail,Germany,2024-02-16
415,Customer_415,Retail,India,2024-02-05
416,Customer_416,Retail,USA,2025-05-28
417,Customer_417,Retail,Germany,2023-06-04
418,Customer_418,Retail,Germany,2023-04-27
419,Customer_419,Retail,USA,2025-11-25
420,Customer_420,SME,India,2023-10-08
421,Customer_421,SME,India,2023-08-15
422,Customer_422,SME,USA,2025-07-03
423,Customer_423,Retail,Germany,2023-05-19
424,Customer_424,Retail,India,2024-11-17
425,Customer_425,Retail,USA,2024-04-06
426,Customer_426,Retail,USA,2024-01-14
427,Customer_427,Retail,USA,2024-03-02
428,Customer_428,SME,Germany,2025-12-24
429,Customer_429,Retail,India,2025-12-13
430,Customer_430,Retail,Germany,2025-10-05
431,Customer_431,Retail,UK,2025-03-05
432,Customer_432,SME,India,2023-03-11
433,Customer_433,Retail,Germany,2025-04-20
434,Customer_434,Retail,India,2024-07-23
435,Customer_435,Retail,UK,2023-06-23
436,Customer_436,SME,UAE,2024-08-08
437,Customer_437,Retail,USA,2023-05-04
438,Customer_438,SME,Germany,2025-05-01
439,Customer_439,SME,UK,2023-07-29
440,Customer_440,Retail,UK,2023-11-16
441,Customer_441,Retail,India,2024-08-18
442,Customer_442,Corporate,India,2023-05-12
443,Customer_443,Retail,USA,2023-06-29
444,Customer_444,Retail,India,2025-07-29
445,Customer_445,SME,Germany,2024-02-06
446,Customer_446,Corporate,Germany,2023-04-09
447,Customer_447,Corporate,Germany,2024-10-03
448,Customer_448,SME,UAE,2025-07-19
449,Customer_449,Retail,Germany,2024-05-06
450,Customer_450,Retail,India,2023-04-18
451,Customer_451,SME,India,2025-05-07
452,Customer_452,Retail,Germany,2024-04-02
453,Customer_453,Retail,UK,2025-08-30
454,Customer_454,Corporate,UK,2024-05-12
455,Customer_455,Retail,UK,2024-09-17
456,Customer_456,Retail,USA,2023-11-02
457,Customer_457,Retail,UAE,2023-11-22
458,Customer_458,Retail,Germany,2025-08-31
459,Customer_459,Retail,USA,2025-02-19
460,Customer_460,Retail,UK,2025-07-10
461,Customer_461,Retail,Germany,2023-10-23
462,Customer_462,Retail,USA,2023-11-06
463,Customer_463,SME,India,2023-11-17
464,Customer_464,Retail,UK,2025-12-26
465,Customer_465,Corporate,USA,2025-08-30
466,Customer_466,Retail,India,2023-05-15
467,Customer_467,Retail,UK,2023-05-28
468,Customer_468,SME,UAE,2025-04-28
469,Customer_469,Retail,UK,2025-07-18
470,Customer_470,Corporate,UAE,2023-10-13
471,Customer_471,Retail,UAE,2024-05-15
472,Customer_472,Corporate,UAE,2025-12-24
473,Customer_473,Retail,Germany,2025-01-08
474,Customer_474,SME,Germany,2025-10-23
475,Customer_475,Retail,UAE,2024-07-10
476,Customer_476,Corporate,India,2025-04-17
477,Customer_477,Retail,UAE,2025-01-07
478,Customer_478,Retail,USA,2023-04-11
479,Customer_479,Corporate,UAE,2023-01-25
480,Customer_480,Retail,Germany,2023-06-20
481,Customer_481,Retail,Germany,2023-06-02
482,Customer_482,Retail,USA,2023-09-26
483,Customer_483,Retail,USA,2023-10-09
484,Customer_484,Retail,UK,2023-12-14
485,Customer_485,Retail,India,2023-09-27
486,Customer_486,Corporate,India,2025-02-10
487,Customer_487,Retail,India,2024-10-16
488,Customer_488,Retail,Germany,2023-12-08
489,Customer_489,Corporate,India,2025-05-22
490,Customer_490,SME,UK,2023-10-30
491,Customer_491,Retail,UK,2024-09-23
492,Customer_492,Retail,India,2024-06-15
493,Customer_493,Retail,USA,2025-09-26
494,Customer_494,Retail,UK,2025-12-12
495,Customer_495,Retail,USA,2023-01-24
496,Customer_496,Retail,Germany,2023-10-02
497,Customer_497,Retail,UK,2025-10-19
498,Customer_498,Retail,USA,2024-07-22
499,Customer_499,Corporate,India,2023-12-31
500,Customer_500,Corporate,Germany,2023-03-13
501,Customer_501,Retail,UAE,2025-06-27
502,Customer_502,Retail,UAE,2025-07-09
503,Customer_503,Retail,India,2024-12-31
504,Customer_504,SME,Germany,2024-06-23
505,Customer_505,Retail,Germany,2025-01-23
506,Customer_506,Retail,Germany,2025-08-24
507,Customer_507,Corporate,Germany,2023-09-28
508,Customer_508,SME,UAE,2023-03-19
509,Customer_509,Corporate,USA,2024-01-21
510,Customer_510,SME,Germany,2025-03-10
511,Customer_511,Retail,USA,2023-04-24
512,Customer_512,Retail,Germany,2023-02-15
513,Customer_513,Corporate,UK,2025-05-16
514,Customer_514,SME,UK,2025-01-24
515,Customer_515,Retail,UK,2023-10-19
516,Customer_516,Retail,Germany,2024-09-04
517,Customer_517,Retail,USA,2024-08-28
518,Customer_518,SME,UAE,2025-04-05
519,Customer_519,Corporate,India,2025-03-30
520,Customer_520,Retail,UAE,2023-06-18
521,Customer_521,Retail,Germany,2023-03-25
522,Customer_522,Retail,UK,2025-06-02
523,Customer_523,Corporate,UK,2023-07-12
524,Customer_524,SME,USA,2025-11-28
525,Customer_525,SME,Germany,2025-09-18
526,Customer_526,Retail,UAE,2024-01-11
527,Customer_527,Retail,Germany,2025-10-20
528,Customer_528,Retail,Germany,2023-03-04
529,Customer_529,Retail,UK,2023-12-02
530,Customer_530,SME,UAE,2024-12-25
531,Customer_531,SME,India,2025-01-27
532,Customer_532,Corporate,UK,2024-06-04
533,Customer_533,Corporate,UAE,2023-02-28
534,Customer_534,Retail,USA,2024-11-12
535,Customer_535,SME,UK,2024-08-27
536,Customer_536,Corporate,USA,2024-03-12
537,Customer_537,SME,UK,2025-05-29
538,Customer_538,Retail,Germany,2024-02-28
539,Customer_539,Retail,UAE,2023-07-08
540,Customer_540,Retail,USA,2023-09-13
541,Customer_541,Corporate,UK,2023-06-26
542,Customer_542,Retail,USA,2023-06-13
543,Customer_543,Retail,UK,2025-01-01
544,Customer_544,Retail,UK,2024-11-26
545,Customer_545,Retail,India,2023-12-12
546,Customer_546,Retail,India,2025-06-22
547,Customer_547,Retail,India,2025-10-01
548,Customer_548,Retail,USA,2024-12-07
549,Customer_549,Retail,Germany,2023-02-07
550,Customer_550,SME,UK,2025-01-17
551,Customer_551,Retail,UAE,2025-06-12
552,Customer_552,SME,India,2025-08-18
553,Customer_553,Retail,USA,2024-12-09
554,Customer_554,Retail,USA,2025-07-08
555,Customer_555,SME,USA,2025-05-14
556,Customer_556,Retail,UAE,2023-05-20
557,Customer_557,Retail,UAE,2023-10-02
558,Customer_558,Retail,India,2025-08-03
559,Customer_559,SME,UAE,2023-09-28
560,Customer_560,Retail,India,2023-06-02
561,Customer_561,SME,UAE,2023-06-14
562,Customer_562,Retail,UAE,2023-12-20
563,Customer_563,Retail,UAE,2023-02-06
564,Customer_564,Retail,India,2023-07-25
565,Customer_565,Retail,UK,2023-10-28
566,Customer_566,Retail,India,2025-09-09
567,Customer_567,Retail,UK,2023-06-08
568,Customer_568,Retail,USA,2024-07-05
569,Customer_569,Corporate,USA,2023-08-30
570,Customer_570,Retail,India,2023-11-24
571,Customer_571,Retail,UK,2024-04-02
572,Customer_572,SME,UK,2025-10-24
573,Customer_573,Retail,UK,2023-03-10
574,Customer_574,Retail,USA,2024-05-27
575,Customer_575,SME,India,2023-07-06
576,Customer_576,Corporate,Germany,2025-08-13
577,Customer_577,Retail,UK,2024-03-16
578,Customer_578,Corporate,UK,2024-11-04
579,Customer_579,Retail,Germany,2023-04-01
580,Customer_580,Retail,India,2024-12-19
581,Customer_581,Retail,UK,2025-10-12
582,Customer_582,Corporate,India,2025-01-24
583,Customer_583,Retail,UK,2025-03-27
584,Customer_584,Retail,UAE,2025-03-17
585,Customer_585,Retail,UK,2025-10-19
586,Customer_586,Retail,UAE,2025-08-25
587,Customer_587,Retail,India,2024-06-27
588,Customer_588,Retail,UK,2024-01-22
589,Customer_589,Retail,USA,2024-04-06
590,Customer_590,Retail,USA,2025-06-22
591,Customer_591,Retail,Germany,2024-09-21
592,Customer_592,Retail,USA,2024-08-21
593,Customer_593,Retail,UAE,2024-10-24
594,Customer_594,Retail,USA,2023-02-16
595,Customer_595,SME,USA,2024-10-02
596,Customer_596,Retail,USA,2023-07-26
597,Customer_597,Retail,UK,2025-03-15
598,Customer_598,Retail,Germany,2023-01-02
599,Customer_599,Retail,India,2025-04-12
600,Customer_600,Retail,Germany,2023-08-03
601,Customer_601,Retail,UAE,2024-12-10
602,Customer_602,Retail,UK,2023-02-05
603,Customer_603,Retail,UK,2024-08-10
604,Customer_604,Retail,USA,2025-04-13
605,Customer_605,Retail,USA,2024-05-07
606,Customer_606,Retail,UAE,2024-12-12
607,Customer_607,Retail,UK,2023-06-30
608,Customer_608,Retail,India,2025-12-10
609,Customer_609,Retail,Germany,2024-12-20
610,Customer_610,Retail,UK,2025-06-17
611,Customer_611,Retail,India,2025-03-07
612,Customer_612,SME,India,2023-05-03
613,Customer_613,Retail,Germany,2025-02-22
614,Customer_614,Retail,India,2025-01-22
615,Customer_615,SME,UAE,2025-10-04
616,Customer_616,Corporate,India,2024-12-28
617,Customer_617,Retail,UAE,2024-01-28
618,Customer_618,Retail,India,2024-04-05
619,Customer_619,SME,USA,2023-10-08
620,Customer_620,SME,India,2025-08-30
621,Customer_621,Retail,UAE,2023-07-21
622,Customer_622,Retail,India,2025-09-25
623,Customer_623,Retail,India,2023-06-17
624,Customer_624,Retail,India,2024-02-29
625,Customer_625,Retail,UAE,2023-03-25
626,Customer_626,Retail,India,2025-04-17
627,Customer_627,Retail,Germany,2024-12-30
628,Customer_628,SME,Germany,2024-09-02
629,Customer_629,Retail,UAE,2025-07-28
630,Customer_630,Retail,USA,2023-04-29
631,Customer_631,SME,Germany,2023-05-27
